,Adam,AdamW
0,0.6820446729660035,0.7103238224983215
1,0.6709652125835419,0.7232914984226226
2,0.6605178892612458,0.6482908606529236
3,0.6608339667320251,0.6277311742305756
4,0.6555691599845886,0.6434191048145295
5,0.6508115649223327,0.6217195808887481
6,0.6456936240196228,0.6314714312553406
7,0.6487983345985413,0.6183000862598419
8,0.6471199691295624,0.6248773157596588
9,0.6460948407649993,0.6176496803760528
10,0.6460106313228607,0.6199893116950989
11,0.6462438106536865,0.6167736291885376
12,0.6470136642456055,0.6209223985671997
13,0.6468707919120789,0.615121853351593
14,0.6467507541179657,0.6204920828342437
15,0.6458983719348907,0.6165425896644592
16,0.6479113817214965,0.6190951347351075
17,0.6457258820533752,0.617429506778717
18,0.6468784213066101,0.6182666182518005
19,0.6458705961704254,0.6188033699989319
20,0.6480709433555603,0.6163423717021942
21,0.6470623791217804,0.6239871025085449
22,0.6475673198699952,0.6180159151554108
23,0.6468404591083526,0.6212653517723083
24,0.6476773798465729,0.6180504262447357
25,0.6472266614437103,0.6201968014240264
26,0.6482398688793183,0.6204073905944825
27,0.6476002693176269,0.6162822544574738
28,0.6480308055877686,0.6223421931266785
29,0.648166936635971,0.6195947885513305
30,0.6484099745750427,0.6235228657722474
31,0.6486121714115143,0.62821324467659
32,0.6493558883666992,0.6214516162872314
33,0.6487957656383514,0.614187753200531
34,0.6492759346961975,0.6239726424217225
35,0.6496857285499573,0.6150659441947937
36,0.6494330883026123,0.6256585597991944
37,0.6498540461063385,0.6126835405826568
38,0.6500987052917481,0.6305153965950012
39,0.650392085313797,0.6117622256278992
40,0.650690084695816,0.6344682693481445
41,0.6507396399974823,0.6308070421218872
42,0.6518130958080292,0.6382237792015075
43,0.6510837078094482,0.6279773592948914
44,0.6520168840885162,0.6321374893188476
45,0.6515229701995849,0.6248685121536255
46,0.6525836706161499,0.62861407995224
47,0.6526684701442719,0.6274538278579712
48,0.6532151341438294,0.6264445841312408
49,0.653469568490982,0.6263001739978791
50,0.6541304230690003,0.6246738076210022
51,0.6534631192684174,0.6297503650188446
52,0.6540429711341857,0.6284153640270234
53,0.6540979862213134,0.6348218619823456
54,0.6553849875926971,0.6309043347835541
55,0.6536401271820068,0.6253760755062103
56,0.6559033513069152,0.631683760881424
57,0.6546596407890319,0.6354506611824036
58,0.6561226129531861,0.6275384306907654
59,0.6547058045864105,0.6310812830924988
60,0.6560700595378876,0.633760392665863
61,0.6555450439453125,0.6335093140602112
62,0.656554889678955,0.6382634162902832
63,0.6563668012619018,0.6459958851337433
64,0.6571701884269714,0.6320714116096496
65,0.6563869714736938,0.6507174670696259
66,0.6581487655639648,0.6388383150100708
67,0.657314121723175,0.6406367778778076
68,0.658959424495697,0.6489496648311615
69,0.65736603140831,0.6323673784732818
70,0.6600665748119354,0.6549620807170868
71,0.6590898931026459,0.6309830546379089
72,0.6604351878166199,0.6505000710487365
73,0.658558863401413,0.6509903073310852
74,0.6606811285018921,0.6404103100299835
75,0.6565768480300903,0.6638201594352722
76,0.6617535173892974,0.6376880824565887
77,0.6599758803844452,0.6662927031517029
78,0.6632534146308899,0.6437321960926056
79,0.6598171114921569,0.6516889154911041
80,0.6610204815864563,0.6490227103233337
81,0.6594253063201905,0.6273252844810486
82,0.6616659283638,0.6679634094238281
83,0.6590966761112214,0.631726348400116
84,0.6616530776023865,0.658877843618393
85,0.6605030655860901,0.6453465938568115
86,0.6627294778823852,0.6600380897521972
87,0.6612079262733459,0.6434438347816467
88,0.6621762573719024,0.6612356662750244
89,0.6607451617717743,0.6623097598552704
90,0.6653678834438324,0.6466660737991333
91,0.6608523547649383,0.6609515905380249
92,0.6634986639022827,0.656387448310852
93,0.6620127022266388,0.6887085378170014
94,0.6639525592327118,0.6507095336914063
95,0.6609985053539276,0.6868520557880402
96,0.6638963222503662,0.6721365213394165
97,0.6619941174983979,0.6814936578273774
98,0.6653740704059601,0.6658084750175476
99,0.6627155721187592,0.6706108093261719
